# wavelength flux
# angstroms ergs^-1cm^-2a^-1
5.00000 0.00000000000000000000000000000000000000000000000000
5.30619 0.00000000000000000000000000000000000000000000000000
5.61238 0.00000000000000000000000000000000000000000000000000
5.91857 0.00000000000000000000000000000000000000000000000000
6.22476 0.00000000000000000000000000000000000000000000000000
6.83714 0.00000000000000000000000000000000000000000000000000
7.44952 0.00000000000000000000000000000000000000000000000000
8.06190 0.00000000000000000000000000000000000000000000000000
8.67428 0.00000000000000000000000000000000000000000000000000
9.28666 0.00000000000000000000000000000000000000000000000000
9.89904 0.00000000000000000000000000000000000000000000000000
10.51141 0.00000000000000000000000000000000000000000000000000
11.12380 0.00000000000000000000000000000000000000000000000000
11.73619 0.00000000000000000000000000000000000000000000000000
12.34855 0.00000000000000000000000000000000000000000000000000
13.57332 0.00000000000000000000000000000000000000000000000000
14.79807 0.00000000000000000000000000000000000000000000000000
16.02282 0.00000000000000000000000000000000000000000000000000
17.24757 0.00000000000000000000000000000000000000000000000000
18.47234 0.00000000000000000000000000000000000000000000000000
19.69713 0.00000000000000000000000000000000000000000000000000
20.92189 0.00000000000000000000000000000000000000000000000000
22.14665 0.00000000000000000000000000000000000000000000000000
23.37141 0.00000000000000000000000000000000000000000000000000
24.59614 0.00000000000000000000000000000000000000000000000000
24.60107 0.00000000000000000000000000000000000000000000000000
25.54059 0.00000000000000000000000000000000000000000000000000
25.54571 0.00000000000000000000000000000000000000000000000000
26.09781 0.00000000000000000000000000000000000000000000000000
26.10303 0.00000000000000000000000000000000000000000000000000
27.17935 0.00000000000000000000000000000000000000000000000000
27.18473 0.00000000000000000000000000000000000000000000000000
27.46199 0.00000000000000000000000000000000000000000000000000
27.46749 0.00000000000000000000000000000000000000000000000000
27.73256 0.00000000000000000000000000000000000000000000000000
27.73812 0.00000000000000000000000000000000000000000000000000
29.23695 0.00000000000000000000000000000000000000000000000000
29.24280 0.00000000000000000000000000000000000000000000000000
29.27973 0.00000000000000000000000000000000000000000000000000
29.28559 0.00000000000000000000000000000000000000000000000000
30.58159 0.00000000000000000000000000000000000000000000000000
30.58771 0.00000000000000000000000000000000000000000000000000
30.60857 0.00000000000000000000000000000000000000000000000000
30.61470 0.00000000000000000000000000000000000000000000000000
31.61819 0.00000000000000000000000000000000000000000000000000
31.62445 0.00000000000000000000000000000000000000000000000000
31.82812 0.00000000000000000000000000000000000000000000000000
31.83450 0.00000000000000000000000000000000000000000000000000
32.74553 0.00000000000000000000000000000000000000000000000000
32.75209 0.00000000000000000000000000000000000000000000000000
34.58685 0.00000000000000000000000000000000000000000000000000
34.59378 0.00000000000000000000000000000000000000000000000000
34.81401 0.00000000000000000000000000000000000000000000000000
34.82098 0.00000000000000000000000000000000000000000000000000
35.02757 0.00000000000000000000000000000000000000000000000000
35.03459 0.00000000000000000000000000000000000000000000000000
