    0.0000  1  1   95.0000   45.0000    0.0000    0.0000    1.1389    0.9400    0.2227    0.1980    6.0556    5.4429  0.5489E+03  0.9707E+03  0.0000E+00  0.0000E+00  0.1390E+03  0.000
    0.1743  1  1   94.4133   44.9448    0.0000    0.0000    1.1500    0.9482    0.2277    0.2007    6.0616    5.4504  0.5052E+03  0.9459E+03 -0.3366E-05 -0.3167E-06  0.1396E+03  0.000
    0.3489  1  1   93.8037   44.8878    0.0000    0.0000    1.1613    0.9564    0.2329    0.2033    6.0682    5.4582  0.4620E+03  0.9209E+03 -0.3492E-05 -0.3266E-06  0.1402E+03  0.000
    0.5237  1  1   93.1690   44.8289    0.0000    0.0000    1.1729    0.9648    0.2383    0.2060    6.0754    5.4664  0.4193E+03  0.8955E+03 -0.3630E-05 -0.3369E-06  0.1409E+03  0.000
    0.6989  1  1   92.5066   44.7680    0.0000    0.0000    1.1852    0.9733    0.2443    0.2088    6.0832    5.4748  0.3770E+03  0.8696E+03 -0.3782E-05 -0.3477E-06  0.1416E+03  0.000
    0.8743  1  1   91.8131   44.7050    0.0000    0.0000    1.1984    0.9822    0.2508    0.2116    6.0915    5.4836  0.3353E+03  0.8430E+03 -0.3952E-05 -0.3590E-06  0.1423E+03  0.000
    1.0501  1  1   91.0849   44.6398    0.0000    0.0000    1.2128    0.9913    0.2582    0.2146    6.1002    5.4928  0.2944E+03  0.8156E+03 -0.4142E-05 -0.3706E-06  0.1431E+03  0.000
    1.2263  1  1   90.3174   44.5724    0.0000    0.0000    1.2284    1.0009    0.2665    0.2178    6.1094    5.5022  0.2546E+03  0.7874E+03 -0.4356E-05 -0.3827E-06  0.1439E+03  0.000
    1.4029  1  1   89.5055   44.5027    0.0000    0.0000    1.2457    1.0110    0.2761    0.2211    6.1189    5.5121  0.2164E+03  0.7581E+03 -0.4598E-05 -0.3949E-06  0.1448E+03  0.000
    1.5799  1  1   88.6432   44.4306    0.0000    0.0000    1.2648    1.0216    0.2871    0.2247    6.1286    5.5222  0.1804E+03  0.7278E+03 -0.4872E-05 -0.4072E-06  0.1457E+03  0.000
    1.7509  1  1   87.7567   44.3589    0.0000    0.0000    1.2851    1.0324    0.2995    0.2284    6.1381    5.5323  0.1486E+03  0.6974E+03 -0.5183E-05 -0.4192E-06  0.1467E+03  0.000
    1.9098  1  1   86.8792   44.2906    0.0000    0.0000    1.3059    1.0430    0.3127    0.2321    6.1470    5.5420  0.1229E+03  0.6681E+03 -0.5523E-05 -0.4303E-06  0.1476E+03  0.000
    2.0576  1  1   86.0104   44.2256    0.0000    0.0000    1.3271    1.0534    0.3269    0.2358    6.1552    5.5512  0.1031E+03  0.6400E+03 -0.5879E-05 -0.4395E-06  0.1485E+03  0.000
    2.1952  1  1   85.1503   44.1642    0.0000    0.0000    1.3487    1.0636    0.3423    0.2395    6.1626    5.5600  0.8932E+02  0.6131E+03 -0.6251E-05 -0.4465E-06  0.1493E+03  0.000
    2.3234  1  1   84.2988   44.1063    0.0000    0.0000    1.3709    1.0736    0.3589    0.2432    6.1693    5.5683  0.8130E+02  0.5874E+03 -0.6638E-05 -0.4509E-06  0.1501E+03  0.000
    2.4432  1  1   83.4558   44.0522    0.0000    0.0000    1.3937    1.0833    0.3770    0.2469    6.1753    5.5763  0.7859E+02  0.5629E+03 -0.7041E-05 -0.4523E-06  0.1509E+03  0.000
    2.5550  1  1   82.6212   44.0019    0.0000    0.0000    1.4173    1.0929    0.3970    0.2507    6.1806    5.5839  0.8036E+02  0.5398E+03 -0.7463E-05 -0.4501E-06  0.1516E+03  0.000
    2.6595  1  1   81.7950   43.9555    0.0000    0.0000    1.4417    1.1022    0.4190    0.2545    6.1852    5.5911  0.8534E+02  0.5183E+03 -0.7904E-05 -0.4433E-06  0.1522E+03  0.000
    2.7573  1  1   80.9771   43.9134    0.0000    0.0000    1.4671    1.1114    0.4434    0.2584    6.1891    5.5980  0.9179E+02  0.4984E+03 -0.8369E-05 -0.4311E-06  0.1528E+03  0.000
    2.8486  1  1   80.1673   43.8757    0.0000    0.0000    1.4935    1.1203    0.4705    0.2623    6.1924    5.6046  0.9437E+02  0.4803E+03 -0.8860E-05 -0.4124E-06  0.1533E+03  0.000
    2.9341  1  1   79.3656   43.8427    0.0000    0.0000    1.5210    1.1291    0.5006    0.2661    6.1950    5.6109  0.9183E+02  0.4640E+03 -0.9381E-05 -0.3860E-06  0.1538E+03  0.000
    3.0140  1  1   78.5720   43.8147    0.0000    0.0000    1.5497    1.1376    0.5342    0.2700    6.1970    5.6169  0.9016E+02  0.4495E+03 -0.9935E-05 -0.3505E-06  0.1543E+03  0.000
    3.0886  1  1   77.7862   43.7920    0.0000    0.0000    1.5795    1.1460    0.5718    0.2739    6.1984    5.6227  0.8844E+02  0.4367E+03 -0.1053E-04 -0.3040E-06  0.1546E+03  0.000
    3.1584  1  1   77.0084   43.7750    0.0000    0.0000    1.6102    1.1541    0.6137    0.2778    6.1991    5.6282  0.8685E+02  0.4260E+03 -0.1115E-04 -0.2446E-06  0.1550E+03  0.000
    3.2235  1  1   76.2383   43.7639    0.0000    0.0000    1.6419    1.1621    0.6606    0.2819    6.1994    5.6335  0.8537E+02  0.4176E+03 -0.1182E-04 -0.1701E-06  0.1552E+03  0.000
    3.2707  1  1   75.6469   43.7602    0.0000    0.0000    1.6668    1.1681    0.7007    0.2853    6.1991    5.6375  0.9005E+02  0.4131E+03 -0.1253E-04 -0.7812E-07  0.1552E+03  0.000
    3.3071  1  1   75.1700   43.7604    0.0000    0.0000    1.6872    1.1729    0.7357    0.2881    6.1987    5.6406  0.9263E+02  0.4114E+03 -0.1310E-04  0.6719E-08  0.1551E+03  0.000
    3.3354  1  1   74.7858   43.7628    0.0000    0.0000    1.7038    1.1767    0.7659    0.2905    6.1982    5.6431  0.9537E+02  0.4115E+03 -0.1358E-04  0.8489E-07  0.1550E+03  0.000
    3.3592  1  1   74.4522   43.7665    0.0000    0.0000    1.7184    1.1799    0.7935    0.2927    6.1977    5.6453  0.9684E+02  0.4127E+03 -0.1398E-04  0.1550E-06  0.1548E+03  0.000
    3.3789  1  1   74.1698   43.7709    0.0000    0.0000    1.7308    1.1827    0.8181    0.2946    6.1971    5.6471  0.9869E+02  0.4147E+03 -0.1434E-04  0.2212E-06  0.1547E+03  0.000
    3.3963  1  1   73.9149   43.7758    0.0000    0.0000    1.7421    1.1852    0.8412    0.2963    6.1966    5.6487  0.9964E+02  0.4172E+03 -0.1464E-04  0.2817E-06  0.1545E+03  0.000
    3.4112  1  1   73.6927   43.7809    0.0000    0.0000    1.7520    1.1873    0.8621    0.2979    6.1961    5.6501  0.1010E+03  0.4201E+03 -0.1492E-04  0.3396E-06  0.1543E+03  0.000
    3.4248  1  1   73.4873   43.7862    0.0000    0.0000    1.7612    1.1893    0.8820    0.2994    6.1956    5.6514  0.1017E+03  0.4233E+03 -0.1517E-04  0.3931E-06  0.1542E+03  0.000
    3.4366  1  1   73.3047   43.7915    0.0000    0.0000    1.7694    1.1911    0.9003    0.3007    6.1951    5.6525  0.1028E+03  0.4266E+03 -0.1540E-04  0.4450E-06  0.1540E+03  0.000
