    0.0000  1  1   90.0000   45.0000    0.0000    0.0000    1.1144    0.9323    0.2145    0.1934    6.0142    5.4420  0.5856E+03  0.9881E+03  0.0000E+00  0.0000E+00  0.1379E+03  0.000
    0.1773  1  1   89.5306   44.9475    0.0000    0.0000    1.1248    0.9403    0.2191    0.1961    6.0208    5.4495  0.5462E+03  0.9637E+03 -0.2648E-05 -0.2963E-06  0.1384E+03  0.000
    0.3548  1  1   89.0427   44.8932    0.0000    0.0000    1.1354    0.9483    0.2239    0.1988    6.0281    5.4574  0.5068E+03  0.9391E+03 -0.2749E-05 -0.3057E-06  0.1389E+03  0.000
    0.5325  1  1   88.5343   44.8371    0.0000    0.0000    1.1465    0.9565    0.2290    0.2016    6.0359    5.4656  0.4674E+03  0.9140E+03 -0.2860E-05 -0.3156E-06  0.1395E+03  0.000
    0.7106  1  1   88.0032   44.7791    0.0000    0.0000    1.1583    0.9649    0.2345    0.2044    6.0444    5.4741  0.4277E+03  0.8885E+03 -0.2983E-05 -0.3261E-06  0.1400E+03  0.000
    0.8890  1  1   87.4467   44.7189    0.0000    0.0000    1.1711    0.9736    0.2407    0.2074    6.0534    5.4830  0.3878E+03  0.8622E+03 -0.3120E-05 -0.3371E-06  0.1406E+03  0.000
    1.0676  1  1   86.8616   44.6567    0.0000    0.0000    1.1850    0.9827    0.2477    0.2105    6.0630    5.4923  0.3478E+03  0.8352E+03 -0.3275E-05 -0.3485E-06  0.1413E+03  0.000
    1.2466  1  1   86.2440   44.5921    0.0000    0.0000    1.2003    0.9921    0.2557    0.2138    6.0730    5.5019  0.3077E+03  0.8073E+03 -0.3450E-05 -0.3605E-06  0.1420E+03  0.000
    1.4260  1  1   85.5895   44.5253    0.0000    0.0000    1.2173    1.0021    0.2648    0.2174    6.0834    5.5119  0.2679E+03  0.7783E+03 -0.3649E-05 -0.3728E-06  0.1427E+03  0.000
    1.6057  1  1   84.8929   44.4560    0.0000    0.0000    1.2362    1.0126    0.2755    0.2211    6.0941    5.5222  0.2289E+03  0.7482E+03 -0.3875E-05 -0.3854E-06  0.1435E+03  0.000
